Name_FG,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,key_FG,key_MLB,Name_SC,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,f_strike_percent
Brett Harris,OAK,33,123,103,15,9,3,0,3,15,12,17,0,25,2,1,0,3,0,3,0.145631067,0.138211382,0.203252032,0.68,0.276422764,0.262135922,0.538558686,0.116504855,0.157894736,8.634476834264607,-5.753825976225524,0.2520583286518004,65.06386404492507,0.944444444,0.102564102,0.435897435,0.461538461,0.138888888,0.083333333,0.117647058,0.0,0.37974684,0.37974684,0.24050633,0.20253165,0.53164557,0.26582278,29788.0,695391.0,"Harris, Brett",2024.0,60.9,17.2,19.1,46.7,51.1,21.0,45.0,47.7,235.0,86.5,7.5,57.0,304.0,85.0,493.0,80.3,27.0,157.0,52.3,258.0,42.6,210.0,23.8,41.0,61.8
Kyle Manzardo,CLE,52,156,145,34,17,12,0,5,11,15,9,0,41,1,1,0,3,0,0,0.234482758,0.057692307,0.262820512,0.219512195,0.282051282,0.420689655,0.702740937,0.186206897,0.29,17.302809624007956,-0.9457695502722102,0.3026465372397349,97.9217483590648,0.553571428,0.171428571,0.295238095,0.533333333,0.053571428,0.089285714,0.064516129,0.0,0.38095238,0.34285714,0.27619048,0.13333333,0.52380952,0.34285714,29794.0,700932.0,"Manzardo, Kyle",2024.0,64.7,19.0,27.7,48.8,51.2,42.0,86.0,48.7,310.0,69.8,8.3,116.0,313.0,179.0,636.0,81.0,40.0,211.0,51.3,326.0,41.5,264.0,27.6,46.7,66.0
Jacob Young,WSN,148,521,468,120,92,24,1,3,75,36,30,0,102,12,2,9,11,33,10,0.256410256,0.057581573,0.195777351,0.294117647,0.31640625,0.331196581,0.647602831,0.074786325,0.320547945,52.31927450119618,-8.62630081803437,0.2896075388416648,84.95606118084855,2.168674698,0.230994152,0.526315789,0.242690058,0.072289156,0.036144578,0.044444444,0.323529411,0.30053191,0.34308511,0.35638298,0.17287234,0.62234043,0.20478723,29931.0,696285.0,"Young, Jacob",2024.0,60.3,12.1,27.8,36.6,59.1,94.0,257.0,47.4,926.0,72.8,7.7,188.0,1122.0,472.0,1955.0,84.8,75.0,620.0,52.6,1029.0,43.8,857.0,19.3,44.9,64.7
Tyler Black,MIL,18,57,49,10,8,2,0,0,4,2,7,0,17,1,0,0,0,3,0,0.204081632,0.122807017,0.298245614,0.411764705,0.315789473,0.244897959,0.560687432,0.040816327,0.3125,4.596424784548967,-2.0713252983610944,0.2650295621470401,67.67751619384563,0.857142857,0.1875,0.375,0.4375,0.071428571,0.0,0.0,0.0,0.34375,0.34375,0.3125,0.1875,0.5625,0.25,29949.0,672012.0,"Black, Tyler",2024.0,66.4,17.7,20.0,45.8,54.2,11.0,24.0,50.2,120.0,100.0,7.5,42.0,144.0,36.0,239.0,82.3,14.0,79.0,49.8,119.0,46.0,110.0,24.3,43.1,61.4
Christian Encarnacion-Strand,CIN,29,123,116,22,14,6,0,2,13,16,4,0,35,1,2,0,4,0,0,0.189655172,0.032520325,0.284552845,0.114285714,0.219512195,0.293103448,0.512615643,0.103448276,0.24691358,5.771901734273607,-8.616401076216524,0.223142795931033,33.3824480739688,1.428571428,0.180722891,0.48192771,0.337349397,0.178571428,0.071428571,0.05,0.0,0.42168675,0.34939759,0.22891566,0.20481928,0.5060241,0.28915663,30011.0,687952.0,"Encarnacion-Strand, Christian",2024.0,72.1,15.2,40.5,53.2,46.8,50.0,94.0,51.4,232.0,77.5,8.9,52.0,264.0,105.0,451.0,84.8,24.0,158.0,48.6,219.0,44.6,201.0,29.4,55.9,63.4
Seiya Suzuki,CHC,132,585,512,145,91,27,6,21,74,73,63,3,160,6,4,0,6,16,6,0.283203125,0.107692307,0.273504273,0.39375,0.365811965,0.482421875,0.84823384,0.19921875,0.370149253,94.18438053726358,25.75220863371296,0.364872846918827,137.79655534262386,0.718562874,0.193820224,0.337078651,0.469101123,0.071856287,0.125748502,0.083333333,0.0,0.33707865,0.43820225,0.2247191,0.14044944,0.4747191,0.38483146,30116.0,673548.0,"Suzuki, Seiya",2024.0,59.6,16.6,20.7,46.1,53.9,123.0,267.0,51.4,1289.0,70.9,7.5,319.0,1452.0,581.0,2509.0,83.4,121.0,727.0,48.6,1220.0,42.3,1062.0,24.5,39.6,57.5
Oscar Colas,CHW,13,38,33,9,9,0,0,0,1,4,4,0,10,1,0,0,0,0,1,0.272727272,0.105263157,0.263157894,0.4,0.368421052,0.272727272,0.641148324,0.0,0.391304347,4.143591313192107,-0.301575408747934,0.3003187179565429,94.52976855312008,3.5,0.217391304,0.608695652,0.173913043,0.25,0.0,0.071428571,0.0,0.43478261,0.34782609,0.2173913,0.17391304,0.56521739,0.26086957,30162.0,693049.0,"Colás, Oscar",2024.0,68.1,12.8,37.3,46.4,53.6,13.0,28.0,52.1,75.0,87.5,5.6,34.0,64.0,43.0,144.0,85.1,6.0,47.0,47.9,69.0,46.5,67.0,25.3,52.1,71.1
Heston Kjerstad,BAL,39,114,99,25,19,2,0,4,8,14,10,2,33,5,0,0,0,1,0,0.252525252,0.087719298,0.289473684,0.303030303,0.350877192,0.393939393,0.744816585,0.141414141,0.338709677,14.83780286430035,1.5023026984802277,0.3265521962727819,116.11842751896168,1.304347826,0.196969696,0.454545454,0.348484848,0.086956521,0.173913043,0.066666666,0.0,0.28787879,0.43939394,0.27272727,0.18181818,0.53030303,0.28787879,31166.0,677008.0,"Kjerstad, Heston",2024.0,78.5,17.8,35.0,57.7,42.3,45.0,78.0,52.7,223.0,85.7,6.6,61.0,253.0,91.0,423.0,82.2,28.0,157.0,47.3,200.0,42.6,180.0,31.1,55.6,63.4
Zach Neto,LAA,155,602,542,135,77,34,1,23,70,77,39,1,140,16,1,4,14,30,10,0.24907749,0.064784053,0.232558139,0.278571428,0.317725752,0.442804428,0.76053018,0.193726938,0.294736842,80.00337641831858,9.582577297057938,0.3299562754343502,114.11671062379766,1.142857142,0.17293233,0.441102756,0.385964912,0.09090909,0.149350649,0.051136363,0.125,0.5036855,0.2997543,0.1965602,0.13759214,0.53562654,0.32678133,31347.0,687263.0,"Neto, Zach",2024.0,67.9,17.8,31.3,45.8,53.4,170.0,371.0,51.9,1187.0,76.3,7.0,279.0,1170.0,646.0,2289.0,81.7,133.0,748.0,48.1,1102.0,41.5,949.0,27.1,48.9,62.1
Victor Scott II,STL,46,155,145,26,15,9,0,2,14,10,6,0,42,2,2,0,0,5,1,0.179310344,0.038709677,0.270967741,0.142857142,0.219354838,0.28275862,0.502113458,0.103448276,0.233009708,6.9539513051651625,-11.177649797485005,0.2205810742993508,39.60056626539706,1.075,0.161616161,0.434343434,0.404040404,0.15,0.05,0.093023255,0.166666666,0.42857143,0.36190476,0.20952381,0.18095238,0.51428571,0.3047619,31349.0,687363.0,"Scott II, Victor",2024.0,70.5,15.5,29.3,53.1,43.2,43.0,81.0,48.6,276.0,75.0,9.2,90.0,325.0,114.0,568.0,82.0,32.0,206.0,51.4,292.0,45.2,257.0,26.1,50.5,65.2
Graham Pauley,SDP,13,32,32,4,2,0,0,2,4,5,0,0,15,0,0,0,1,0,0,0.125,0.0,0.46875,0.0,0.125,0.3125,0.4375,0.1875,0.133333333,0.4730809975116994,-3.2702172946483348,0.1832076124846935,16.654656301220072,0.75,0.176470588,0.352941176,0.470588235,0.0,0.25,0.166666666,0.0,0.52941176,0.29411765,0.17647059,0.23529412,0.41176471,0.35294118,31363.0,688363.0,"Pauley, Graham",2024.0,70.7,17.2,24.1,71.4,28.6,10.0,14.0,41.4,58.0,85.7,10.0,19.0,84.0,28.0,140.0,82.8,10.0,58.0,58.6,82.0,42.1,59.0,27.8,51.4,56.3
Tyler Locklear,SEA,14,49,45,7,4,1,0,2,3,3,3,0,20,1,0,0,3,1,0,0.155555555,0.061224489,0.408163265,0.15,0.224489795,0.311111111,0.535600906,0.155555556,0.217391304,2.890222205902209,-2.841703303967843,0.2381243949033776,57.671692155509,0.833333333,0.12,0.4,0.48,0.25,0.166666666,0.0,0.0,0.52,0.24,0.24,0.28,0.44,0.28,31396.0,682988.0,"Locklear, Tyler",2024.0,68.8,21.2,34.0,67.6,32.4,23.0,34.0,51.0,100.0,90.0,5.1,19.0,109.0,47.0,196.0,78.8,14.0,66.0,49.0,96.0,43.4,85.0,37.0,51.0,75.5
Jordan Beck,COL,53,184,170,32,23,6,0,3,14,13,12,1,65,1,1,0,3,7,1,0.188235294,0.065217391,0.353260869,0.184615384,0.244565217,0.276470588,0.521035805,0.088235294,0.281553398,9.783823874844744,-11.740141305075452,0.2309042974247958,31.97593800428774,1.4,0.207547169,0.46226415,0.330188679,0.028571428,0.085714285,0.122448979,0.0,0.40566038,0.3490566,0.24528302,0.10377358,0.5,0.39622642,31431.0,687597.0,"Beck, Jordan",2024.0,73.1,26.6,33.5,53.2,46.8,58.0,109.0,49.3,325.0,85.7,8.5,59.0,359.0,203.0,659.0,73.4,65.0,244.0,50.7,334.0,46.0,303.0,34.8,53.6,66.7
Jace Jung,DET,34,94,79,19,14,5,0,0,14,3,15,0,29,0,0,0,3,0,1,0.240506329,0.159574468,0.308510638,0.517241379,0.361702127,0.303797468,0.665499595,0.063291139,0.38,10.831997004806844,-0.1639417284132562,0.3080121437285809,101.64347080215948,2.0,0.22,0.52,0.26,0.0,0.0,0.0,0.0,0.32,0.32,0.36,0.14,0.58,0.28,31437.0,690291.0,"Jung, Jace",2024.0,64.8,19.7,26.3,60.0,40.0,30.0,50.0,49.2,190.0,72.0,6.5,57.0,217.0,90.0,386.0,80.3,25.0,127.0,50.8,196.0,47.2,182.0,31.1,45.9,54.3
Zach Dezenzo,HOU,19,65,62,15,11,2,0,2,5,8,3,0,22,0,0,0,3,0,0,0.241935483,0.046153846,0.338461538,0.136363636,0.276923076,0.370967741,0.647890817,0.129032258,0.342105263,6.165036235284961,-1.4385384206651086,0.2826819144762479,84.18008101007965,1.357142857,0.175,0.475,0.35,0.142857142,0.142857142,0.210526315,0.0,0.375,0.375,0.25,0.15,0.525,0.325,31562.0,701305.0,"Dezenzo, Zach",2024.0,67.7,27.9,33.9,40.0,60.0,16.0,40.0,48.2,118.0,66.7,8.6,25.0,135.0,57.0,245.0,72.1,24.0,86.0,51.8,127.0,39.6,97.0,31.7,51.4,56.9
Trey Lipscomb,WSN,60,211,190,38,34,3,0,1,20,10,16,0,40,2,1,1,7,11,2,0.2,0.075829383,0.189573459,0.4,0.267942583,0.231578947,0.49952153,0.031578947,0.246666666,11.21834883019247,-13.464024283737755,0.2308975560813429,45.44021843991676,2.764705882,0.15231788,0.622516556,0.225165562,0.176470588,0.029411764,0.031914893,0.0,0.30921053,0.38157895,0.30921053,0.21710526,0.57894737,0.20394737,31567.0,702358.0,"Lipscomb III, Trey",2024.0,68.7,15.3,32.8,46.1,53.9,59.0,128.0,50.0,390.0,84.9,6.8,88.0,431.0,204.0,780.0,84.3,41.0,268.0,50.0,390.0,42.1,328.0,25.3,50.8,66.8
Nacho Alvarez Jr.,ATL,8,32,30,3,3,0,0,0,1,0,0,0,10,2,0,0,1,0,0,0.1,0.0,0.3125,0.0,0.15625,0.1,0.25625,0.0,0.15,-0.9572585737095444,-4.700556865869578,0.1276723798364401,-25.59408139738713,1.666666666,0.2,0.5,0.3,0.5,0.0,0.0,0.0,0.2,0.4,0.4,0.35,0.25,0.4,31765.0,805373.0,"Alvarez Jr., Nacho",2024.0,61.3,21.1,33.3,42.1,57.9,8.0,19.0,47.9,57.0,83.3,5.0,9.0,85.0,20.0,119.0,76.3,8.0,38.0,52.1,62.0,39.5,47.0,28.1,47.9,68.8
Jackson Holliday,BAL,60,208,190,36,25,4,2,5,28,23,15,0,69,2,1,0,1,4,0,0.189473684,0.072115384,0.331730769,0.217391304,0.254807692,0.310526315,0.565334007,0.121052631,0.264957264,14.470711591283628,-9.860727307756594,0.2512777338807399,63.16883344251265,1.558139534,0.098360655,0.549180327,0.352459016,0.023255813,0.116279069,0.044776119,0.0,0.39344262,0.36065574,0.24590164,0.12295082,0.45081967,0.42622951,31781.0,702616.0,"Holliday, Jackson",2024.0,65.6,24.3,27.2,57.0,42.1,65.0,114.0,50.7,419.0,80.0,7.3,139.0,441.0,196.0,826.0,75.3,65.0,267.0,49.3,407.0,44.9,371.0,34.1,46.1,59.6
Masataka Yoshida,BOS,108,421,378,106,75,21,0,10,45,56,27,0,52,14,2,0,6,2,0,0.28042328,0.064133016,0.123515439,0.519230769,0.349168646,0.415343915,0.764512561,0.134920635,0.301886792,58.15887614267277,8.911107986442325,0.3364774368154747,114.68021704350345,1.196581196,0.216463414,0.426829268,0.356707317,0.094017094,0.085470085,0.042857142,0.0,0.35670732,0.3902439,0.25304878,0.17073171,0.50609756,0.32317073,31837.0,807799.0,"Yoshida, Masataka",2024.0,64.7,8.7,25.2,30.6,69.4,60.0,196.0,48.8,777.0,73.6,8.8,217.0,948.0,349.0,1593.0,91.3,46.0,528.0,51.2,816.0,41.1,655.0,14.6,45.4,54.4
Nolan Schanuel,LAA,146,607,519,130,98,19,0,13,62,54,68,0,103,9,7,3,14,10,1,0.250481695,0.112026359,0.169686985,0.660194174,0.343283582,0.362235067,0.705518649,0.111753372,0.285365853,73.5916175285399,2.58592804912926,0.3154721189889544,103.92825918950916,1.503875968,0.232779097,0.4608076,0.306413301,0.038759689,0.100775193,0.036082474,0.2,0.40375587,0.37558685,0.22065728,0.13849765,0.61502347,0.24647887,33189.0,694384.0,"Schanuel, Nolan",2024.0,62.1,10.0,21.5,27.3,71.9,69.0,253.0,50.0,1177.0,72.4,7.9,328.0,1404.0,493.0,2356.0,89.5,73.0,732.0,50.0,1179.0,42.5,1001.0,14.4,41.8,62.4
Jacob Wilson,OAK,28,103,92,23,19,2,2,0,11,3,8,0,10,1,1,1,4,0,0,0.25,0.077669902,0.097087378,0.8,0.31372549,0.315217391,0.628942881,0.065217391,0.277108433,9.639897901506398,-2.408843476383712,0.2811220545394748,85.50788236400159,1.954545454,0.216867469,0.518072289,0.26506024,0.045454545,0.0,0.023255813,0.0,0.3452381,0.41666667,0.23809524,0.11904762,0.64285714,0.23809524,33266.0,805779.0,"Wilson Jr., Jacob",2024.0,65.4,6.9,36.8,21.1,78.9,15.0,71.0,55.3,193.0,86.2,8.3,28.0,206.0,98.0,349.0,92.2,7.0,102.0,44.7,156.0,46.1,161.0,12.7,49.6,63.1
Wyatt Langford,TEX,134,557,499,126,81,25,4,16,74,74,51,3,115,4,3,0,6,19,3,0.25250501,0.091561938,0.206463195,0.44347826,0.324955116,0.414829659,0.739784775,0.162324649,0.296495956,70.05496922773125,4.898183329820664,0.3211050060466738,109.67988889666012,0.968944099,0.180878552,0.403100775,0.416020671,0.149068322,0.099378881,0.064102564,0.0,0.46770026,0.30490956,0.22739018,0.18346253,0.46770026,0.34883721,33333.0,694671.0,"Langford, Wyatt",2024.0,64.3,16.8,23.0,38.5,61.5,104.0,270.0,52.0,1173.0,71.7,8.3,258.0,1267.0,585.0,2256.0,83.2,117.0,696.0,48.0,1083.0,42.1,949.0,22.9,42.8,60.7
Dylan Crews,WSN,31,132,119,26,17,5,1,3,12,8,11,0,26,1,1,0,4,12,3,0.218487394,0.083333333,0.196969696,0.423076923,0.287878787,0.352941176,0.640819963,0.134453782,0.252747252,12.509038169175806,-2.932067285984336,0.2825809396577604,80.22667828376517,1.8,0.106382978,0.574468085,0.319148936,0.166666666,0.1,0.074074074,0.0,0.40425532,0.43617021,0.15957447,0.17021277,0.53191489,0.29787234,33541.0,686611.0,"Crews, Dylan",2024.0,63.6,13.7,26.6,43.7,56.3,31.0,71.0,51.3,267.0,83.7,8.3,59.0,265.0,129.0,520.0,86.3,22.0,161.0,48.7,253.0,42.3,220.0,22.8,44.6,58.3
Jung Hoo Lee,SFG,36,158,145,38,32,4,0,2,15,8,10,0,13,1,2,0,2,2,3,0.262068965,0.063291139,0.082278481,0.769230769,0.310126582,0.331034482,0.641161064,0.068965517,0.272727272,15.210743871047518,-3.271791446492652,0.2844509410707256,83.08855911475095,1.369565217,0.186567164,0.470149253,0.343283582,0.065217391,0.04347826,0.095238095,0.0,0.35074627,0.36567164,0.28358209,0.15671642,0.54477612,0.29850746,33824.0,808982.0,"Lee, Jung Hoo",2024.0,58.0,6.0,26.7,19.1,79.4,13.0,68.0,44.8,255.0,48.9,7.9,73.0,328.0,121.0,569.0,93.4,11.0,182.0,55.2,314.0,41.7,237.0,9.6,43.9,61.4
Carlos Santana-L,MIN,139,431,374,82,52,19,0,11,11,42,50,1,71,5,2,0,7,0,0,0.219251336,0.11600928,0.164733178,0.704225352,0.317865429,0.35828877,0.676154199,0.139037434,0.241496598,47.368526808474456,-3.0490220640560044,0.3013895841531975,96.47019780984584,0.737931034,0.173770491,0.350819672,0.475409836,0.172413793,0.075862068,0.074766355,0.0,0.54098361,0.28852459,0.1704918,0.20983607,0.47213115,0.31803279,2396.0,467793.0,"Santana, Carlos",2024.0,64.9,16.6,23.4,40.3,59.7,119.0,295.0,52.1,1262.0,72.8,7.0,500.0,1232.0,586.0,2423.0,83.4,125.0,754.0,47.9,1162.0,42.8,1038.0,23.3,43.3,56.7
Robbie Grossman-L,3 Tms,53,119,101,18,15,3,0,0,0,5,16,0,28,1,1,0,4,0,0,0.178217821,0.134453781,0.235294117,0.571428571,0.294117647,0.207920792,0.502038439,0.029702971,0.243243243,7.33983158948666,-6.580558934483467,0.2414729635254675,52.70222165712259,1.115384615,0.256756756,0.391891891,0.351351351,0.115384615,0.0,0.0,0.0,0.41891892,0.37837838,0.2027027,0.12162162,0.66216216,0.21621622,5254.0,543257.0,"Grossman, Robbie",2024.0,57.0,17.7,15.7,40.7,59.3,33.0,81.0,50.1,517.0,66.7,7.9,196.0,588.0,214.0,1031.0,82.3,52.0,293.0,49.9,514.0,42.5,438.0,22.7,36.3,58.8
Aaron Hicks-L,LAA,16,46,41,5,5,0,0,0,0,3,5,0,17,0,0,0,0,0,0,0.121951219,0.108695652,0.369565217,0.294117647,0.217391304,0.121951219,0.339342523,0.0,0.208333333,0.2185928235283601,-5.162398471451689,0.1707436338714931,2.123287161185116,2.0,0.125,0.583333333,0.291666666,0.142857142,0.0,0.071428571,0.0,0.58333333,0.25,0.16666667,0.20833333,0.54166667,0.25,5297.0,543305.0,"Hicks, Aaron",2024.0,61.7,26.4,26.6,47.4,50.0,18.0,38.0,50.4,143.0,60.0,7.0,71.0,122.0,68.0,284.0,73.6,23.0,87.0,49.6,141.0,43.3,123.0,32.8,44.0,60.3
Jurickson Profar-L,SDP,148,493,414,113,74,23,0,16,16,54,56,1,84,16,3,4,9,0,0,0.272946859,0.113590263,0.170385395,0.666666666,0.378323108,0.444444444,0.822767552,0.171497585,0.30599369,77.95762634122123,20.2874370276307,0.3613071584554969,136.5278587776134,0.947761194,0.209090909,0.384848484,0.406060606,0.067164179,0.119402985,0.031496062,0.428571428,0.41839763,0.34718101,0.23442136,0.14243323,0.55192878,0.30563798,10815.0,595777.0,"Profar, Jurickson",2024.0,68.6,12.1,21.9,33.1,66.6,98.0,296.0,49.3,1349.0,81.7,7.4,416.0,1588.0,633.0,2739.0,87.4,115.0,954.0,50.7,1390.0,42.2,1155.0,17.0,45.6,60.2
Yasmani Grandal-L,PIT,64,183,160,36,20,7,0,9,9,22,20,0,32,0,1,2,4,0,0,0.225,0.109289617,0.174863387,0.625,0.309392265,0.4375,0.746892265,0.2125,0.225,23.44303408062567,2.03604697233547,0.324002494469532,105.1556867684598,1.306122448,0.124031007,0.496124031,0.379844961,0.061224489,0.183673469,0.09375,0.0,0.46564885,0.3740458,0.16030534,0.16030534,0.49618321,0.34351145,11368.0,518735.0,"Grandal, Yasmani",2024.0,54.1,14.9,25.6,32.7,66.4,37.0,113.0,46.4,442.0,59.7,8.1,157.0,555.0,211.0,952.0,84.1,41.0,276.0,53.6,510.0,46.8,446.0,20.1,40.9,57.6
Francisco Lindor-L,NYM,144,517,460,127,76,28,1,22,22,68,45,0,101,9,3,0,4,0,0,0.276086956,0.087040618,0.195357833,0.445544554,0.350096711,0.484782608,0.834879319,0.208695652,0.308823529,81.3604893445581,20.882826311847563,0.360364542938985,135.7302535901297,0.76433121,0.23268698,0.332409972,0.434903047,0.070063694,0.140127388,0.083333333,1.0,0.44475138,0.33425414,0.22099448,0.12154696,0.50276243,0.37569061,12916.0,596019.0,"Lindor, Francisco",2024.0,69.9,17.5,26.3,41.0,58.7,142.0,346.0,48.5,1317.0,82.3,8.1,416.0,1571.0,616.0,2713.0,81.9,171.0,976.0,51.5,1397.0,45.1,1224.0,23.7,48.7,60.2
Josh Bell-L,2 Tms,132,404,361,91,62,14,2,13,13,47,33,0,87,6,1,0,14,0,0,0.252077562,0.081683168,0.215346534,0.379310344,0.324189526,0.409972299,0.734161825,0.157894737,0.297709923,51.15159516040051,3.892454221880082,0.3219838806815873,104.13004416911676,1.419354838,0.181818181,0.48,0.338181818,0.075268817,0.139784946,0.06060606,0.0,0.40727273,0.33818182,0.25454545,0.14545455,0.52,0.33454545,13145.0,605137.0,"Bell, Josh",2024.0,73.4,18.8,27.4,45.6,54.4,149.0,327.0,53.4,1194.0,82.7,6.2,501.0,1242.0,393.0,2238.0,81.2,144.0,766.0,46.6,1044.0,43.8,980.0,26.8,48.8,59.0
Jorge Polanco-L,SEA,113,339,293,58,39,7,0,12,12,31,40,3,109,4,2,0,10,0,0,0.197952218,0.1179941,0.321533923,0.366972477,0.300884955,0.344709897,0.645594852,0.146757679,0.264367816,33.09554144978034,-6.56002483279002,0.2861362457984969,91.44420855709178,0.763157894,0.27173913,0.315217391,0.413043478,0.013157894,0.157894736,0.086206896,1.0,0.51612903,0.30645161,0.17741935,0.12365591,0.55913978,0.3172043,13152.0,593871.0,"Polanco, Jorge",2024.0,66.3,21.7,24.0,45.3,54.2,107.0,236.0,50.6,985.0,77.8,6.9,380.0,995.0,452.0,1946.0,77.4,138.0,636.0,49.4,960.0,43.2,840.0,28.1,44.8,59.7
Ildemaro Vargas-L,WSN,77,175,153,36,29,6,0,1,1,21,13,0,18,1,4,4,6,0,0,0.235294117,0.074285714,0.102857142,0.722222222,0.29239766,0.294117647,0.586515307,0.05882353,0.253623188,13.703886695806755,-6.767275839443431,0.2621332745105899,66.46399803101441,2.5625,0.155555555,0.607407407,0.237037037,0.0625,0.03125,0.024390243,0.25,0.46153846,0.34265734,0.1958042,0.1958042,0.61538462,0.18881119,13324.0,545121.0,"Vargas, Ildemaro",2024.0,62.8,6.6,30.1,25.0,73.1,40.0,160.0,50.2,531.0,75.7,6.6,173.0,604.0,226.0,1058.0,91.5,22.0,331.0,49.8,527.0,44.1,467.0,12.6,46.4,60.4
Jose Ramirez-L,CLE,153,502,456,116,65,24,2,25,25,81,41,7,64,1,3,0,6,0,0,0.254385964,0.081673306,0.127490039,0.640625,0.315369261,0.480263157,0.795632418,0.225877193,0.245945945,69.1594748384739,10.436482880213353,0.3360093795818838,121.38985298733658,0.651515151,0.172151898,0.326582278,0.501265822,0.106060606,0.126262626,0.046511627,0.0,0.52405063,0.28101266,0.19493671,0.16455696,0.5164557,0.31898734,13510.0,608070.0,"Ramírez, José",2024.0,68.9,9.4,31.7,26.6,73.2,121.0,455.0,52.4,1435.0,77.0,6.8,596.0,1322.0,678.0,2735.0,90.6,84.0,897.0,47.6,1302.0,44.3,1212.0,15.2,49.4,55.3
Ketel Marte-L,ARI,123,371,311,81,49,12,2,18,18,50,49,1,74,2,9,0,6,0,0,0.26045016,0.132075471,0.199460916,0.662162162,0.355795148,0.485530546,0.841325694,0.225080386,0.276315789,57.99200968808285,14.59314511335245,0.3590504132412575,129.69735944493831,1.329411764,0.18852459,0.463114754,0.348360655,0.070588235,0.211764705,0.044247787,1.0,0.49186992,0.32520325,0.18292683,0.09349593,0.52439024,0.38211382,13613.0,606466.0,"Marte, Ketel",2024.0,71.3,14.1,26.0,40.0,59.6,114.0,285.0,51.0,1095.0,82.7,7.3,494.0,1149.0,410.0,2146.0,85.6,106.0,750.0,49.0,1052.0,42.4,911.0,21.3,48.2,58.8
Jeimer Candelario-L,CIN,106,316,297,68,34,15,2,17,17,46,13,1,79,3,3,0,3,0,0,0.228956228,0.04113924,0.25,0.164556962,0.265822784,0.464646464,0.730469248,0.235690236,0.25,36.59511554334947,-0.3699550917308631,0.308724462229108,90.98477578623633,1.076086956,0.135746606,0.4479638,0.416289592,0.076086956,0.184782608,0.03030303,0.0,0.46606335,0.32579186,0.2081448,0.15837104,0.52488688,0.31674208,13621.0,600869.0,"Candelario, Jeimer",2024.0,70.1,20.9,34.6,44.5,55.5,143.0,321.0,52.0,927.0,75.4,7.1,289.0,901.0,497.0,1781.0,79.1,125.0,599.0,48.0,854.0,43.1,768.0,29.1,51.7,64.6
Anthony Santander-L,BAL,149,485,435,104,51,19,2,32,32,77,42,1,86,4,4,0,7,0,0,0.239080459,0.086597938,0.177319587,0.488372093,0.30927835,0.512643678,0.821922028,0.273563219,0.224299065,71.7176003504802,14.98323560992968,0.3485624413352367,131.60088338175316,0.502512562,0.152974504,0.283286118,0.563739376,0.195979899,0.16080402,0.01,0.0,0.45042493,0.31728045,0.23229462,0.20679887,0.44759207,0.34560907,14551.0,623993.0,"Santander, Anthony",2024.0,67.8,15.4,33.8,28.0,72.0,138.0,493.0,53.2,1457.0,73.0,6.8,424.0,1652.0,561.0,2738.0,84.6,134.0,869.0,46.8,1282.0,42.5,1165.0,20.0,49.7,61.5
Victor Caratini-L,HOU,81,210,188,47,33,6,1,7,7,21,17,1,38,3,2,0,4,0,0,0.25,0.08095238,0.18095238,0.447368421,0.319047619,0.404255319,0.723302938,0.154255319,0.275862068,25.309054617286147,0.7436595749859202,0.3145788685556804,106.61704989847702,1.688888888,0.203947368,0.5,0.296052631,0.022222222,0.155555555,0.026315789,0.0,0.42763158,0.34210526,0.23026316,0.07236842,0.64473684,0.28289474,14968.0,605170.0,"Caratini, Victor",2024.0,67.5,15.3,25.8,45.0,55.0,59.0,131.0,48.8,507.0,79.7,5.7,212.0,532.0,256.0,1039.0,84.7,55.0,359.0,51.2,532.0,45.3,471.0,23.3,47.2,59.0
Ozzie Albies-L,ATL,85,293,262,59,35,19,1,4,4,32,23,0,49,4,4,0,2,0,0,0.225190839,0.078498293,0.167235494,0.469387755,0.293515358,0.351145038,0.644660396,0.125954199,0.258215962,28.10211289186952,-6.172462095720796,0.2840050467045233,79.62851940713391,0.795918367,0.188940092,0.359447004,0.451612903,0.193877551,0.040816326,0.076923076,0.0,0.52534562,0.31336406,0.16129032,0.14746544,0.56221198,0.29032258,16556.0,645277.0,"Albies, Ozzie",2024.0,82.6,15.5,33.6,31.3,68.7,92.0,294.0,53.1,875.0,90.0,6.7,265.0,930.0,358.0,1649.0,84.4,99.0,639.0,46.9,774.0,41.7,687.0,20.5,56.6,62.8
